Timestamp,o pana e sitelen.,"sitelen li tan ala tan ma ilo kulupu? (ni li ken: ilo Discord, lipu Facebook, ilo Telegram, ilo YouTube).
tan la sina o sona e ni: seme li pana e sitelen lon tenpo seme?",o pana e nasin tawa sitelen lon ma,ni li tan ma seme?,ni li tan tenpo seme?,seme li sitelen e ni? o pana e nimi ona lon ma,tan li lon la o pana e nasin tan pi sitelen ni,sitelen li tan seme li lon nasin seme?,ni li tan tenpo seme?,seme li sitelen e ni? o pana e nimi ona,o pana e sitelen Lasina pi sitelen ni. nimi li lon poki nimi la o pana e kalama nimi.,sina wile toki ante la o toki!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variants used,,other variations
6/26/2024 13:18:16,https://drive.google.com/open?id=1u0YmeCGP8eeX97iWJkQZLySZRugRtGbk,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,seme a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 13:19:16,https://drive.google.com/open?id=1pz_0khvXZVFFdRnZbFDx9c7T-UeQ5qVI,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 13:20:58,https://drive.google.com/open?id=1BwIiz0skXqSYnwEVgRoSKeCaoMMMnJbA,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 13:21:50,https://drive.google.com/open?id=1HPHLB542KIz3U_Cdop0zVnF6owzS0ZZD,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 13:22:44,https://drive.google.com/open?id=1Fw3VtqbWSWcv2p9RsiAhLXMIsYMPqJfZ,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,linja a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 13:24:18,https://drive.google.com/open?id=1xAwhdFZzjN0OhQm9hqFIYfOW3Ow0miVB,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 13:27:11,https://drive.google.com/open?id=1X2LYC1xpvXwClaqMmJ-5mlvWfBsX7zHq,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,a yupekosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vertical writting?
6/26/2024 13:32:38,https://drive.google.com/open?id=1RW87jsmUC8uE-05XIH6hQtDVAFm-scVs,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,seme a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 13:35:00,https://drive.google.com/open?id=1G5OBDaJRlZ2WJOGcvBoj_qsvFCxah9qb,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,ni a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 13:36:49,https://drive.google.com/open?id=1kTZqB2osWZXE6WIadHbmzHXdy2l7LvRc,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,pona a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is used.
6/26/2024 13:40:20,https://drive.google.com/open?id=1h4lkZphU2pKqH6xA8Vb7Zdwv0xNmyo8N,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,pona a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is not used.
6/26/2024 13:46:02,https://drive.google.com/open?id=1di3GW_UNg6cO4niZXIcZBb4X0C0KQt_G,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/954745194035707944,Discord,3/19/2022,retsamys,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 13:53:32,https://drive.google.com/open?id=1bl6x9Qhp7yrcmGgtHfO7G1jaL7P40bNa,tan (yes),https://cdn.discordapp.com/attachments/948673862332194846/955116306506600499/Screenshot_20220320-104925_ibisPaint_X.jpg?ex=667d7c60&is=667c2ae0&hm=6bca98c1086ecddc2c831b017b6d18b46777901fe8924d7b3d0729a6b2369bf6&,Discord,3/20/2022,chiitopia,,,,,"jan Sije
jan Sije",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nasin Kalama Sitelen is used.
Nasin Kalama Sitelen Pu stacked/scaled is used."
6/26/2024 13:59:27,https://drive.google.com/open?id=1nvxkIh5OK9xzh8FDShXGboeE5yWguUO2,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/962684955845074995,Discord,4/10/2022,trollbreeder,,,,,sina wile ala wile utala e mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 14:02:00,https://drive.google.com/open?id=1qn28EMxguwC0niiOm9nxG19j3yGJrRj3,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/962684955845074995,Discord,4/10/2022,trollbreeder,,,,,"o wile ala
sina moku e kasi nasa la sina pakala e sijelo sina e lawa sina
tenpo mute la sina wile mute kin e kasi nasa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stacking and scaling is not used.
. is used."
6/26/2024 14:05:38,https://drive.google.com/open?id=1F2bpl-ejlQQo0EKZzRrbRtS1TtjH9CLp,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/962715353761333309,Discord,4/10/2022,cuymacu,,,,,"kasi 1
kasi 2
kasi 3
kasi 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 14:08:48,https://drive.google.com/open?id=1TOOJbw98Rij3MlnIIqMOAg_V-TyVTwBv,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/962715774185795644,Discord,4/10/2022,echo_heo,,,,,kasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 14:13:27,https://drive.google.com/open?id=1yjaKK7iUm7HbS-w1XEwYrlMQGiPKr5ce,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/962748023790788668,Discord,4/10/2022,echo_heo,,,,,"mama pi mi mute
mama pi mi mute o. sina lon sewi mute.
nimi sina li sewi.
ma sina o kama.
jan o pali e wile sina lon sewi mute en lon ma.
o pana mute e pali pi tenpo suno ni tawa mi mute.
o weka e pali ike mi. sama la mi weka e pali ike pi jan ante.
o lawa ala e mi tawa ike.
o lawa e mi tan ike.
tenpo ale la sina jo e ma e wawa e pona.
awen.",Cursive sitelen pona thingy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is not used.,,Stacking and scaling is used.
6/26/2024 14:16:43,https://drive.google.com/open?id=16yClc5g-FZSTvQxAEmPE6dsPHfElIb1s,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/963145194394492968,Discord,4/11/2022,cuymacu,,,,,"len li pona. o kepeken e ona. kili li tawa lawa pi jan Nijuton la ona li kama sona mute.
soweli ale li kama li kama suli li unpa li kama moli.  kijetesantakalui li suli. o awen e ona.
o moku e kili e kasi e moku pona. sona li wawa e jan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melon ""kili"" is used.",,"Stacking and scaling is not used.
. is uses
Nasin Kalama Sitelen Pu is used."
6/26/2024 14:19:41,https://drive.google.com/open?id=1voIVb1SYRKadRbvCytPjUBMxVHW003Me,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/963145194394492968,Discord,4/11/2022,cuymacu,,,,,"toki. sina pilin seme. sina pali e seme. mi pilin pona. mi lon tomo sona.
jan pi pana sona li pana e sona pi nasin nanpa.

jan Pinokijo li jan lili li jan kasi. ona li wile jan pi kasi ala. palisa sinpin ona li kama sili tan toki ike ona.

mi pali e sitelen musi pi toki pona

""sina wile pali lon tomo pali ni la sina pali e seme""

""mi utala e jan kepeken ilo toki mi tan nasin pi toki pona""","Okay so the name technecally says
""Pinokiji"" but ""ji"" is a banned syllable,
and they use ""ijo"" which looks identical
to ""o"" in Latin. Also it is very clear that
they are talking about Pinochio in the
rest of the text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mixed stacking and scaling.
. is uses
Nasin Kalama Sitelen Pu is used."
6/26/2024 14:22:13,https://drive.google.com/open?id=1a9jDnQhu2o8kFI-y0OoI0EQtm4gel2YW,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/963537664844398602,Discord,4/12/2022,trollbreeder,,,,,"o alasa e kili pona
mi jo ala e kili pona
kili pona ale lon ma pi kasi suli mute
ni a
tenpo pini la sina alasa e kili pona
o moku pona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Directional ni is used 1 time.
Long pi is not used.",,Mixed stacking and scaling.
6/26/2024 14:23:43,https://drive.google.com/open?id=191c71AP3RrXGP52P13u0NzkE5kgwclqM,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/963667840332877864,Discord,4/13/2022,lipamanka,,,,,"jan wan taso li poa tawa mi
ante ale li jan ala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stacking and scaling is not used.
"
6/26/2024 14:27:38,https://drive.google.com/open?id=1FWIo7Z06xtDFYXKbUpB-b6tLaNmByYnC,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/967811603921764423,Discord,4/24/2022,wonda,,,,,"sina toki ala toki seme
ijo pona
""mu""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emitters ""mu"" is used 1 time.",,? is used.
6/26/2024 14:30:46,https://drive.google.com/open?id=1R5dIahYdVWeiKUopmGAyZS__-fvwA0E9,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/968696134262472776,Discord,4/27/2022,cuymacu,,,,,"toki pona
toki pona
""sina suwi ala""
""taso mi sina""",Mostly sitelen sitelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stacking and scaling is used.
But the only possible combination
is ""toki pona""."
6/26/2024 14:36:16,https://drive.google.com/open?id=1_NkNs1lk60N2XXolx-kqzu_OKX3kqSDz,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/969384429267075132,Discord,4/29/2022,trollbreeder,,,,,"laso sewi
laso anpa
wan laso
lon tu
telo suli li pana sewi e luka
sewi la telo li ken ala
taso ijo li lon
ijo li kien wa e olin pakala awen
sewi li lon e suno wawa
telo li ken kama anpa ala
telo anpa o
suno o ken sewi e sina!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stacking and scaling is not used."
6/26/2024 14:39:04,https://drive.google.com/open?id=1pHnlMV8ZVL_oxD8MqZGHGQInf09rZJa0,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/970755834248331335,Discord,5/2/2022,trollbreeder,,,,,"a kesi ala alasa ale anpa ante anu awne e en esun
ijo ike ilo insa jaki jan jelo jo kala kalama kama kasi
ken kepeken kili kiwen ko kon kule kulupu kute la lape laso
lawa len lete li lili linja lipu loje lon luka lukin lupa
ma mama mani meli mi mije moku moli monsi mu mun musi
mute nanpa nasa nasin nena ni nimi noka o olin ona open
pakala pali palisa pan pana pi pilin pimeja pini pipi poka poki
pona pu sama seli selo seme sewi sijelo sike sin sina sinpin
sitelen sona soweli suli suno supa suwi tan taso tawa telo tenpo
toki tomo tu unpa uta utala walo wan waso wawa weka wile

epiku kese kijetesantakalu kiki kin kipisi kisa kokosila 
ku lanpan leko meso misikeke monsuta n namako
oke samu sisi sutopatikuna tona tonsi umesu wekama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eyes ""jan"" is used 1 time.
Eyes ""kala"" is used 1 time.
Pepper ""namako"" is used 1 time.",,
6/26/2024 14:41:28,https://drive.google.com/open?id=1pEe8apLuLnRkAWShMfDWo0rsEO9G5tWy,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/973262691428868096,Discord,5/9/2022,trollbreeder,,,,,"soweli alasa ale o
sina alasa e kiwen sitelen

o lukin pi sitelen sitelen: ni li nimi suli
o olin e lawa sina e sijelo sina e sina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is not used.,,"Stacking and scaling is not used."
6/26/2024 14:45:54,https://drive.google.com/open?id=1Cv9qMgED1LczTsBBdutFAmID1T1cwmUs,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/973692817723494410,Discord,5/10/2022,cuymacu,,,,,"jan ale li pona lukin tan seme a         ijo li kama li tawa

poki ni li lili mute. len mi li ken ala lon ona.         ona likl olin e akesi suwi

nena kuyye pi jan lilli li suli mute         tenpo li awen ala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two-stroke ""akesi"" is used 1 times.",,Stacking and scaling is not used.
6/26/2024 14:51:34,https://drive.google.com/open?id=1bMaDclGqhHyAUIzNAyG0x9spDMLd7ibW,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/973768199382368307,Discord,5/11/2022,echo_heo,,,,,kijetesantakalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 14:54:23,https://drive.google.com/open?id=1VQhrJt1pvmxLC72IF76Z1om-80cM3bfi,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/975026598006902835,Discord,5/14/2022,echo_heo,,,,,jaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 14:57:55,https://drive.google.com/open?id=1p3DPGVzP_8TODEy0rl7iFh1UdGkVBC2m,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/977960113707032668,Discord,5/22/2022,chiitopia,,,,,"jan ale o, pona a kijetesantakalu Alun li kijetesantakalu suwi
kulupu soweli li jan pona mi. ona ale li pona li suwi
kulupu lawa ale li pona mute a         epiku!

jan awen suwi(name glyph?)         o kama sona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stacking and scaling is used.
Nasin Kalama Sitelen is used."
6/26/2024 15:03:20,https://drive.google.com/open?id=1MchylKzgMcMzn5ZJr-jHe5sKq-YpLoBT,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/983575023136698436,Discord,6/7/2022,saucedlx,,,,,o lape pona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is not used.
6/26/2024 15:06:48,https://drive.google.com/open?id=1Kkpqxmh_N7tCsDq3anCCRdhuHdMGNjuZ,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/983591981806673950,Discord,6/7/2022,saucedlx,,,,,"musi sitelen tawa pi pipi jelo pimeja
lawa tawa sewi li toki ni: pipi jelo pimeja li ken ala waso.
sijelo pipi ni li sike suli la luka pipi ni li lili mute.
tso, pipu jelo pimeja li waso lon. tan li pilin kama ala e lawa jan.
jelo pimeja. jelo pimeja. jelo pimeja. jelo pimeja. a, pimeja jelo. o ante pona -
pipi Pawi! moku li tenpo ni! - kam! o awen lili. toki? -
pipi Pawi? - pipi Atan? - sina pilin lon ala lon e ni? -
lon ala. - pmi kama li tawa e sina - pona lukin -
o kepeken e leko ni. mama mihe sina li esun suli tan ni. -
mi pakala. mi pilin wile. - pipi sona lon ni - mama tu li pilin pona tan sina - lipu sina li pona mute, li ale sitelen Pi, - li pilin pona -
mama meli! o ante ala e linja mi! - linja sina li jo e len lili -
a! ni li mi! - o luka toki e mama! kama lon linja nanpa ale. -
mi kama",Bee movie script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is not used.,,"Nasin Kalama Sitelen is used.
Stacking and scaling is not used.
! . : and - are used."
6/26/2024 15:09:15,https://drive.google.com/open?id=1WGfAmaAnzSRVCvvcFznNH8w7GMLl5CXb,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,,DUPLICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 15:10:08,https://drive.google.com/open?id=1IKmqGUsu0mMjCY90LWaFnBAUZL-YmgaR,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,mu a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 15:11:29,https://drive.google.com/open?id=1Hc5WbJsGoxnXAXQNZ_9Smc6ZRm2kwPOI,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,o lape pona.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is used.
6/26/2024 15:17:10,https://drive.google.com/open?id=1PoNz13DfnN7m_WhdBEpGGN3fYRvdW1Aq,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,o lape pona.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is used.
6/26/2024 15:18:19,https://drive.google.com/open?id=1D-I5zR0f80kti5TBCosdvq4lEj390n18,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,epiku epiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upvote ""epiku"" is used 1 time.",,
6/26/2024 15:21:21,https://drive.google.com/open?id=1bOFjAm5mtOA1NbVbBP0SlTQYT6jHSKej,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,kasi kasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 15:23:55,https://drive.google.com/open?id=1bY6PEZ0NIEn8Rosj_p4fOAA7_T8IWloh,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,"n.
sina weka e sitelen pi ilo LINKU.
sina ni kepeken seme.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is not used.,,"Interpunct is used
Latin is used in cartouche.
"
6/26/2024 15:27:56,https://drive.google.com/open?id=1wfoXnk4kHHoaeP79xfkarptPU6KzppK8,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,ante la seme li sin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interpunct is used.
6/26/2024 15:28:46,https://drive.google.com/open?id=11Tbn3BNgWR9PqDRXIU_xZyy6AEkTt7o8,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,"kijetesantakalu
soweli
soweli
soweli
soweli
soweli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 15:39:49,https://drive.google.com/open?id=1BShkYS4S-s-tXc64G7-YYo5r8xthlPUF,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325653428248646,Discord,11/5/2022,never_rare,,,,,kijetesantakalu kijetesantakalu kijetesantakalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is used.
6/26/2024 15:40:39,https://drive.google.com/open?id=1kgK0Q3WkvwhgSpEh1qyCEPYwimi935e5,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325904046305300,Discord,11/5/2022,never_rare,,,,,olin olin olin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Emitters"" olin is used 1 time.",,
6/26/2024 15:41:09,https://drive.google.com/open?id=1U3poRR5md0v_LLlSiNX4tAiTJqcCuLRN,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325904046305300,Discord,11/5/2022,never_rare,,,,,sitelen ni li pona a lukin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is not used.
6/26/2024 15:42:52,https://drive.google.com/open?id=1z9c8pYLEEgMdO2GUXXm5tdLdZQWD3Mpp,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325904046305300,Discord,11/5/2022,never_rare,,,,,,DUPLICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 15:43:54,https://drive.google.com/open?id=1prT4-A5bKyaKhoSlV2y2wsAIW2dkU7fG,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1038325904046305300,Discord,11/5/2022,never_rare,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 15:47:09,https://drive.google.com/open?id=1eRM6RvXpbh0uAKcYeu135z5BqsXQrMFh,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1088856169658994791,Discord,3/24/2023,goldstargloww,,,,,"kulupu mun [nameglyph?]	kulupu mun Kosomo
mun [nameglyph?]	kulupu mun Kosomo
			kulupu mun Kosomo
			kulupu mun Kosomo

jan Kameta
jan Kameta
kulupu Kameta
kulupu Kameta

jan Kalama kulupu Kalama
jan Kalamate kulupu Kalamate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Esperanto ""kokosila"" is used 2 times.
Moon ""oni"" is used 2 times.
Ante ""meso"" is used 1 time.",,"Nasin Sitelen Kalama is used.
Nasin Sitelen Kalama Pu is used."
6/26/2024 15:48:35,https://drive.google.com/open?id=1o9eB0t8Q3KkPwVPrSvi8F1KLNI7Rt-K4,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1088856169658994791,Discord,3/24/2023,goldstargloww,,,,,,DUPLICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 15:50:07,https://drive.google.com/open?id=1dqnfdn2An2yUosQxpONvpZEpNM2ym_XB,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1088877485548109955,Discord,3/24/2023,packbat,,,,,"ma ni li toki. ma ni li insa toki. o lukin a.
toki li suli tawa mi la mi pana e toki. mi la kulupu mi li wawa.
ma ni li sewi ala. ma ni li toki ala e pali ponna. ma ni li jo ala e ijo pona.
ijo pi ma ni li moli li jaki tawa mi.
toki ni li pana sona e ijo jaki pi pana moli.
jaki li lon ma taso. ona li wawa lili lon selo. ona li wawa suli lon insa.
insa ni li lon ma ni. jakiu li lon anpa ma li lon noka ma.
jaki li lon. wawa jaki pi pana moli li suli lon tenpo mi.
wawa jaki pi pana moli li suli lon tenpo sina.
jaki li ken pakalae sijelo. jaki li ken moli e sijelo.
jaki li pana e moli kepeken suno kon.
sina li tawa e ma la jaki li ken moli. o tawa tan ma ni a.
o awen ala lon ma ni a.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is not used.,,"Stacking and scaling is not used.
Interpunct is used."
6/26/2024 15:52:53,https://drive.google.com/open?id=1nY8jYcJRkXuJ0IQ2W2P0ZGJBDaeeOrJY,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1088884247223337130,Discord,3/24/2023,Packbat,,,,,"kon en suno		tan toki pi jan Isa		kepeken ante toki pi kulupu Pakapa

kon en suno li kama toki utala. kon li toki e ni: kon li wawa suli. suno li wawa lili. suno li toki e ni:
kon li wawa lili. suno li wawa suli. kon en suno li toki utala.

jan li tawa lon nasin. kon en suno lukin e jan. kon en suno li wile pini e utala la kon en suno li toki e ni:  o pi wawa suli li ken weka e len tan jan.

kon li pana e kon tawa jan. jan li awen e len. kon li pana mute e kon tawa jan. jan li awen wawa e len. kon li pana kepeken wawa kon ale. taso jan li awen e lon lon kon suli. kon li pini.

suno li pana e walo tawa jan. walo li len. jan li kama selo. jan li seli la jan li weka e len.

ni la kon li wile toki e ni: kon li wawa lili. suno li wawa suli.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long pi is not used.,,"Stacking and scaling is used.
Interpunct and : are used."
6/26/2024 15:54:24,https://drive.google.com/open?id=19qISaKTrTEc7ovYQYCtC8xgdh-eX3AV7,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1181603645721157704,Discord,12/5/2023,you.maryou,,,,,"jan li alasa e mi kepeken lukin kule kepeken kute kalama
ona li kepeken nasin ike li kama ala sona e mi
ijo ale li sama sitelen lape sama kon sama seli sewi
pali li lon ala la awen li lon ala. o sona.

jan li alasa e mi kepeken lukin kule kepeken kute kalama
ona li kepeken nasin ike li kama ala sona e mi
ijo ale li sama sitelen lape sama kon sama seli sewi
pali li lon ala la awen li lon ala. o sona.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stacking and scaling is not used.
. is used."
6/26/2024 15:55:55,https://drive.google.com/open?id=1W1UnRVwp2w2mMMxgXD_s0xSLwLdo7e9B,tan (yes),https://discord.com/channels/948448338662010910/948673862332194846/1182038735899082802,Discord,12/6/2023,you.maryou,,,,,"mi kama jo e telo tan telo suli
mi pana e ona tawa insa poki lon anpa suno
suno li seli e ona la telo li kama kon li weka
insa poki li ko walo li awen lon.

mi kama jo e telo tan telo suli
mi pana e ona tawa insa poki lon anpa suno
suno li seli e ona la telo li kama kon li weka
insa poki li ko walo li awen lon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking and scaling is not used.
